Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
SYZ34BO5B1CS,3.0,1.0,0.35294117647058826,4.0,3.0,E8D393,10.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,19.0,27.0,0.0,103.349,5.0,3.0,9.0,12.199,2.0,0.0,15.0,4.0,26.0,30.0,24.0,119.548,UNKNOWN,4.0,0.951,2.0,2.816,1.0,10.9,4.0,3.083,4.0,1.85,2.0,6.568,2.0,21.615,47.783,UNKNOWN,1.0,0.0,1.0,35.784,1.0,3.0,2.0,3,5.0,3.0,5.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,6.3,2.0,2.6,1.0,1.3,2.0,1.9,2.0,1.4,1.0,4.5,18.0,UNKNOWN,0.0,0.0,24.0,69.447,UNKNOWN,2.0,0.0,24.0,140.91,UNKNOWN,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,9.683,5.432,4.666,4.467,3.666,4.8,10.801,4.95,12.166,85.147,UNKNOWN,2025-05-09 11:53:35,46.7,71.4,71.4,63.94117647058823,2.7588235294117647,1.5624735291875396,1.0,6.3,0,732.8240000000001,23.639483870967744,32.91280520696159,0.951,119.548,0,160.0,13.333333333333334,3.0,1.7511900715418263,0,8.0,1.3333333333333333,1.499999250000375,0.8666666377777787,11.0,4.0,0,1.3017082793177759,1.7484176519682835
H67BOXKYP58U,3.0,1.0,0.35294117647058826,3.0,2.0,B66B39,13.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,17.0,1.0,2.0,95.345,11.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,28.0,1.0,22.0,95.345,2.0,2.0,11.882,3.0,27.549,3.0,21.833,2.0,28.232,3.0,26.032,4.0,20.582,3.0,22.749,158.859,UNKNOWN,2.0,2.0,2.0,57.613,2.0,2.0,2.0,4,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,13.2,1.0,5.0,1.0,3.7,2.0,1.8,2.0,2.9,2.0,3.6,30.2,UNKNOWN,0.0,0.0,24.0,55.864,UNKNOWN,0.0,0.0,24.0,142.126,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.349,15.316,20.232,17.917,10.8,16.449,8.131,20.55,11.233,152.409,UNKNOWN,2025-05-09 11:43:25,30.769,52.381,60.0,63.94117647058823,3.5411764705882356,2.8291029548978535,1.0,13.2,0,1090.621,34.08190625,40.170186758549356,0.0,158.859,0,102.0,8.5,4.0625,1.181453906563152,0,12.0,2.0,0.99999950000025,27.999972000028002,11.0,4.0,0,1.130388330520878,4.1028735574681585
MQUVFBYLSAMY,1.0,0.0,0.35294117647058826,5.0,7.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,8.784,3.0,0.0,11.0,6.883,3.0,0.0,14.0,7.183,9.0,0.0,41.0,22.85,UNKNOWN,2.0,39.21,3.0,24.766,2.0,11.049,3.0,28.146,3.0,30.316,4.0,5.35,4.0,55.545,194.382,UNKNOWN,2.0,0.0,1.0,52.598,1.0,2.0,2.0,5,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,7.9,2.0,6.7,2.0,14.4,1.0,4.7,2.0,10.9,2.0,5.9,50.5,UNKNOWN,2.0,0.0,24.0,74.245,UNKNOWN,2.0,0.0,24.0,112.608,UNKNOWN,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,22.398,6.7,17.547,14.299,9.582,15.483,16.516,28.949,4.366,160.689,UNKNOWN,2025-05-09 11:37:33,19.231,19.048,42.857,63.94117647058823,2.976470588235294,1.779933078715568,1.0,7.9,0,1025.372,32.042875,42.06277938276578,4.366,194.382,0,100.0,8.333333333333334,3.375,1.5864005379054391,0,8.0,1.3333333333333333,0.99999950000025,9000000.0,11.0,4.0,0,0.6666666666666667,2.5740462866301153
9S9PVIW9GPRC,3.0,1.0,0.4117647058823529,3.0,2.0,FFFFFF,3.0,0806F5,1.0,FFFFFF,50505.0,1F1F11,E1E812,0.0,UNKNOWN,3.0,0.0,16.0,11.417,3.0,0.0,11.0,9.616,3.0,0.0,14.0,7.466,9.0,0.0,41.0,28.499,UNKNOWN,2.0,5.1,3.0,18.849,2.0,25.765,2.0,21.116,2.0,6.083,1.0,7.683,2.0,7.733,92.329,UNKNOWN,1.0,0.0,0.0,21.599,1.0,1.0,2.0,1,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,6.414,1.0,4.584,1.0,5.596,0.0,4.1,1.0,2.066,0.0,4.416,27.176,UNKNOWN,0.0,0.0,24.0,63.98,UNKNOWN,0.0,0.0,24.0,95.412,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.75,4.767,6.7,6.716,19.916,6.384,7.733,7.2,5.283,102.928,UNKNOWN,2025-05-09 11:29:20,73.077,85.714,54.286,65.76470588235294,1.941058823529412,1.7695584361143686,0.0,6.414,0,760.043,23.75134375,28.72286836427679,2.066,102.928,0,100.0,8.333333333333334,1.4375,0.6291528696058958,0,5.0,0.8333333333333334,0.499999750000125,9000000.0,11.0,4.0,0,1.0540925533894598,2.4100815487092073
O6GKEG2RRM3F,3.0,0.0,0.35294117647058826,3.0,3.0,3E3200,5.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,3.0,2.0,16.0,21.783,3.0,0.0,11.0,14.465,3.0,0.0,14.0,10.25,9.0,2.0,41.0,46.498,UNKNOWN,3.0,2.967,2.0,2.267,2.0,17.199,3.0,12.199,2.0,4.733,2.0,4.883,4.0,3.633,47.881,UNKNOWN,3.0,1.0,1.0,21.599,1.0,4.0,2.0,1,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,6.448,1.0,4.781,1.0,4.249,2.0,2.349,1.0,2.117,0.0,5.215,25.159,UNKNOWN,1.0,0.0,24.0,69.447,UNKNOWN,5.0,0.0,24.0,144.526,UNKNOWN,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.25,68.298,3.617,5.617,3.883,20.833,1.517,9.75,3.017,146.21,UNKNOWN,2025-05-09 11:28:42,38.462,61.905,54.286,63.94117647058823,2.6017058823529413,1.548463260974646,0.0,6.448,0,739.538,23.1105625,30.87916426971377,1.517,146.21,0,104.0,8.666666666666666,2.4375,1.547847968417226,0,12.0,2.0,1.9999990000005,4.499997750001125,11.0,4.0,0,0.6666666666666667,2.2108614957910477
UUDQQ40GWVHV,1.0,0.0,0.4117647058823529,4.0,4.0,FFFFFF,11.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,1.0,UNKNOWN,8.0,2.0,11.0,28.766,3.0,1.0,11.0,12.267,6.0,4.0,11.0,21.299,17.0,7.0,33.0,62.332,UNKNOWN,3.0,11.316,3.0,17.566,2.0,5.066,4.0,11.583,2.0,13.384,3.0,7.699,1.0,43.933,110.547,UNKNOWN,2.0,1.0,1.0,21.734,3.0,4.0,2.0,3,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,8.629,1.0,3.264,1.0,3.097,2.0,6.381,3.0,6.897,2.0,6.974,35.242,UNKNOWN,0.0,0.0,24.0,55.182,UNKNOWN,2.0,0.0,24.0,158.994,UNKNOWN,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.485,7.783,6.35,5.416,6.416,6.533,12.217,8.101,8.4,99.014,UNKNOWN,2025-05-09 11:18:28,53.846,71.429,25.714,65.76470588235294,2.405470588235294,1.832798888232389,1.0,8.629,0,797.969,24.93653125,28.001105582993674,3.097,110.547,0,114.0,9.5,1.9375,1.2893796958227628,0,13.0,2.1666666666666665,1.9999990000005,2.4285710816327026,11.0,4.0,0,0.927960727138337,2.541102288237471
7INUYE5U1SGW,3.0,0.0,0.35294117647058826,1.0,2.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,0.0,0.0,19.0,9.386,0.0,0.0,14.0,1.067,0.0,0.0,17.0,0.766,0.0,0.0,50.0,11.219,UNKNOWN,3.0,2.399,3.0,24.136,4.0,20.299,4.0,14.65,4.0,34.818,4.0,1.95,3.0,5.033,103.285,UNKNOWN,2.0,2.0,1.0,15.867,1.0,3.0,2.0,1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.4,4.0,3.7,4.0,1.3,3.0,4.8,3.0,3.0,4.0,0.8,16.0,UNKNOWN,1.0,0.0,24.0,89.598,UNKNOWN,18.0,0.0,24.0,178.099,UNKNOWN,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.65,7.516,6.5,5.05,11.933,8.199,8.6,13.283,5.6,101.251,UNKNOWN,2025-05-09 11:18:23,19.231,4.762,85.714,63.94117647058823,3.9470588235294115,1.161958286180502,1.0,5.0,0,642.662,20.0831875,29.85530580330523,0.766,103.285,0,100.0,8.333333333333334,3.875,1.3601470508735443,0,11.0,1.8333333333333333,1.499999250000375,0.0,11.0,4.0,0,1.4142135623730951,0.6266407036161723
2KDMRCQSLCGP,1.0,0.0,0.35294117647058826,2.0,4.0,FFFFFF,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,32.516,2.0,2.0,12.0,14.88,3.0,0.0,14.0,11.332,8.0,2.0,42.0,58.728,UNKNOWN,4.0,2.366,4.0,1.684,2.0,2.349,4.0,19.829,4.0,13.866,3.0,4.118,4.0,11.398,55.61,UNKNOWN,2.0,1.0,1.0,20.562,1.0,3.0,2.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.3,3.0,3.7,4.0,1.4,3.0,1.7,4.0,1.3,3.0,1.1,12.5,UNKNOWN,0.0,0.0,24.0,54.131,UNKNOWN,13.0,0.0,24.0,151.868,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,7.116,6.317,6.65,5.4,4.016,3.05,7.864,4.883,4.333,72.777,UNKNOWN,2025-05-09 11:09:12,0.0,0.0,68.571,63.94117647058823,4.0,1.1062323444918793,1.0,5.0,0,512.346,16.0108125,21.47843885934631,0.0,72.777,0,104.0,8.666666666666666,4.125,1.2041594578792296,0,10.0,1.6666666666666667,1.499999250000375,3.999998000001,11.0,4.0,0,1.3333333333333335,0.4750939756661683
I3TAO64HVFP7,3.0,0.0,0.4117647058823529,4.0,7.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,16.0,0.0,3.0,45.515,12.0,0.0,2.0,31.932,14.0,0.0,3.0,57.614,42.0,0.0,8.0,135.061,UNKNOWN,2.0,3.117,1.0,11.649,2.0,31.081,2.0,11.666,1.0,13.166,1.0,7.699,2.0,9.283,87.661,UNKNOWN,1.0,0.0,1.0,19.316,1.0,2.0,2.0,3,4.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.679,2.0,5.062,0.0,3.977,2.0,4.482,3.0,7.928,0.0,9.669,34.797,UNKNOWN,2.0,0.0,24.0,52.096,UNKNOWN,2.0,0.0,24.0,143.993,UNKNOWN,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,7.5,10.916,16.183,11.617,9.232,14.866,9.78,10.233,7.866,125.344,UNKNOWN,2025-05-09 11:07:15,50.0,76.19,51.429,65.76470588235294,2.5141764705882355,1.3624534044919718,0.0,5.062,0,978.865,30.58953125,34.196655773094356,3.117,135.061,0,100.0,8.333333333333334,2.0,1.5491933384829668,0,7.0,1.1666666666666667,0.99999950000025,42000000.0,11.0,4.0,0,1.0,1.7425658370427706
49G3FWL0QVZR,1.0,0.0,0.4117647058823529,4.0,5.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,1.0,1.0,18.0,19.799,0.0,0.0,14.0,13.383,0.0,0.0,17.0,3.166,1.0,1.0,49.0,36.348,UNKNOWN,3.0,20.232,3.0,13.703,4.0,18.55,4.0,18.266,4.0,3.433,3.0,5.467,4.0,11.199,90.85,UNKNOWN,2.0,2.0,3.0,17.3,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.4,1.0,2.1,4.0,7.1,3.0,3.6,3.0,4.3,3.0,1.8,20.3,UNKNOWN,0.0,0.0,24.0,73.487,UNKNOWN,22.0,0.0,24.0,212.2,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.633,3.117,13.598,4.3,7.367,9.887,60.32,16.9,20.954,173.405,UNKNOWN,2025-05-09 11:05:24,11.538,19.048,57.143,65.76470588235294,3.5588235294117645,1.5823474742962638,1.0,5.0,0,786.4929999999999,24.577906249999998,34.579187682728744,1.8,173.405,0,102.0,8.5,4.375,0.806225774829855,0,13.0,2.1666666666666665,1.499999250000375,0.9999990000010001,11.0,4.0,0,1.3333333333333335,0.9884150371753182
5GICME6M6BCS,1.0,0.0,0.35294117647058826,4.0,4.0,FFFFFF,8.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,1.0,2.0,18.0,16.099,2.0,1.0,12.0,10.05,3.0,0.0,14.0,12.516,6.0,3.0,44.0,38.665,UNKNOWN,1.0,5.767,2.0,12.833,4.0,14.166,1.0,3.95,4.0,5.05,4.0,8.566,2.0,15.949,66.281,UNKNOWN,2.0,0.0,3.0,35.465,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,20.999,4.0,1.416,1.0,5.232,4.0,1.466,3.0,3.583,4.0,1.0,33.696,UNKNOWN,0.0,0.0,24.0,74.746,UNKNOWN,8.0,0.0,13.0,300.0,10.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,7.483,17.199,13.616,9.899,15.749,10.449,18.232,11.85,9.633,146.592,UNKNOWN,2025-05-09 11:02:08,19.231,57.143,34.286,63.94117647058823,4.847941176470588,4.41177391293157,1.0,20.999,0,736.442,23.0138125,29.019209203602006,1.0,146.592,0,106.0,8.833333333333334,3.1875,1.796988221070652,0,11.0,1.8333333333333333,1.499999250000375,1.9999993333335555,11.0,4.0,0,0.6666666666666667,6.630775421956965
NV8C3LH1XRVH,0.0,0.0,0.4117647058823529,3.0,3.0,FDEFA7,8.0,FFFFFF,1.0,FFFFFF,50505.0,6A6A6A,000000,0.0,UNKNOWN,0.0,0.0,19.0,10.066,0.0,0.0,14.0,6.7,1.0,2.0,16.0,24.432,1.0,2.0,49.0,41.198,UNKNOWN,3.0,6.483,2.0,29.549,1.0,11.066,2.0,5.484,1.0,12.632,1.0,4.7,1.0,20.316,90.23,UNKNOWN,2.0,1.0,1.0,47.165,2.0,3.0,2.0,3,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,7.3,0.0,3.2,1.0,4.9,0.0,1.9,4.0,2.5,1.0,4.1,23.9,UNKNOWN,2.0,0.0,24.0,75.463,UNKNOWN,5.0,0.0,24.0,172.608,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.4,4.366,17.116,6.833,9.383,7.117,10.75,10.8,5.1,105.645,UNKNOWN,2025-05-09 10:59:08,46.154,61.905,34.286,65.76470588235294,2.323529411764706,1.815740004710444,0.0,7.3,0,750.639,23.45746875,26.82196807624047,1.9,105.645,0,104.0,8.666666666666666,1.25,0.5773502691896257,0,11.0,1.8333333333333333,1.499999250000375,0.499999750000125,10.0,4.0,0,0.7264831572567788,2.604906085502069
PDXGR7370SY1,1.0,0.0,0.35294117647058826,2.0,1.0,FFFFFF,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,8.0,1.0,11.0,47.68,9.0,0.0,5.0,32.915,7.0,0.0,10.0,27.099,24.0,1.0,26.0,107.694,UNKNOWN,4.0,2.932,4.0,5.049,4.0,6.267,3.0,17.733,3.0,8.1,3.0,11.166,3.0,12.166,63.413,UNKNOWN,2.0,1.0,1.0,17.383,2.0,3.0,2.0,3,4.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.831,3.0,3.266,2.0,4.05,2.0,6.164,3.0,7.963,2.0,1.382,27.656,UNKNOWN,0.0,0.0,24.0,61.447,UNKNOWN,6.0,0.0,24.0,144.66,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.283,4.167,4.2,5.8,6.683,6.617,6.282,8.682,7.183,85.33,UNKNOWN,2025-05-09 10:57:33,15.385,19.048,51.429,63.94117647058823,3.3586470588235295,1.096490021681483,2.0,5.0,0,695.348,21.729625,26.137334160471095,1.382,107.694,0,102.0,8.5,4.3125,0.873212459828649,0,11.0,1.8333333333333333,1.499999250000375,23.999976000024002,10.0,4.0,0,1.118033988749895,1.029711532073772
D9IBR3XGSVIS,3.0,1.0,0.5882352941176471,2.0,2.0,FFFFFF,13.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,19.615,3.0,0.0,11.0,9.416,3.0,0.0,14.0,16.033,9.0,0.0,41.0,45.064,UNKNOWN,2.0,10.716,3.0,24.358,1.0,8.116,1.0,6.25,3.0,18.015,1.0,13.983,1.0,5.109,86.547,UNKNOWN,1.0,1.0,0.0,22.855,1.0,1.0,2.0,4,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,4.931,2.0,14.317,1.0,4.399,3.0,3.416,2.0,2.098,2.0,2.816,31.977,UNKNOWN,0.0,0.0,24.0,70.36,UNKNOWN,2.0,0.0,24.0,133.657,UNKNOWN,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.8,1.9,5.3,8.049,2.05,5.049,10.183,12.79,12.015,83.352,UNKNOWN,2025-05-09 10:32:44,46.154,33.333,42.857,71.23529411764706,4.014588235294118,3.044499467458147,1.0,14.317,0,669.9749999999999,20.936718749999997,23.22370705208209,1.9,86.547,0,100.0,8.333333333333334,2.0625,1.6111590031195968,0,6.0,1.0,0.499999750000125,9000000.0,10.0,4.0,0,1.3642254619787417,4.362773724527616
T4ZS9RKG8W5L,1.0,1.0,0.5294117647058824,3.0,0.0,FFFFFF,0.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,0.0,0.0,19.0,5.783,3.0,0.0,11.0,10.766,3.0,0.0,14.0,13.749,6.0,0.0,44.0,30.298,UNKNOWN,3.0,6.318,2.0,5.366,3.0,14.666,4.0,16.849,3.0,3.917,4.0,7.016,4.0,6.825,60.957,UNKNOWN,2.0,1.0,1.0,14.55,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.733,4.0,2.015,2.0,1.699,4.0,1.965,3.0,6.248,3.0,1.482,18.142,UNKNOWN,0.0,0.0,24.0,72.156,UNKNOWN,18.0,0.0,16.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,3.018,3.49,2.65,2.616,3.133,3.45,5.683,3.6,48.971,UNKNOWN,2025-05-09 10:27:53,11.538,9.524,57.143,69.41176470588235,4.0440000000000005,1.1303926861936078,2.0,5.0,0,456.068,14.252125,18.78744225711728,1.482,72.156,0,100.0,8.333333333333334,4.25,1.0,0,10.0,1.6666666666666667,1.499999250000375,6000000.0,10.0,4.0,0,0.6666666666666667,0.970388434744414
EMJWQAWOGB78,3.0,1.0,0.5882352941176471,4.0,3.0,FFFFFF,13.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,2.0,2.0,17.0,51.065,0.0,1.0,14.0,13.703,0.0,1.0,17.0,7.7,2.0,4.0,48.0,72.468,UNKNOWN,1.0,5.767,2.0,3.984,2.0,18.582,2.0,7.637,1.0,6.834,1.0,13.715,1.0,7.516,64.035,UNKNOWN,1.0,0.0,1.0,14.649,1.0,1.0,3.0,1,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,8.481,1.0,2.199,1.0,2.082,0.0,2.283,1.0,14.265,0.0,6.95,36.26,UNKNOWN,1.0,0.0,24.0,90.217,UNKNOWN,9.0,0.0,17.0,300.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.936,5.333,6.25,4.984,6.217,34.019,6.234,5.9,5.517,104.768,UNKNOWN,2025-05-09 10:25:10,76.923,71.429,37.143,71.23529411764706,2.04,1.936746014582191,0.0,8.481,0,810.365,25.32390625,29.60049497009802,2.082,104.768,0,108.0,9.0,1.4375,1.0307764064044151,0,7.0,1.1666666666666667,0.33333322222225925,0.49999987500003124,10.0,4.0,0,0.8333333333333334,2.7729603057279526
14EPUKHM4VWY,3.0,0.0,0.5294117647058824,3.0,3.0,FFFFFF,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,16.715,3.0,0.0,11.0,8.983,2.0,1.0,15.0,14.683,8.0,1.0,42.0,40.381,UNKNOWN,3.0,22.865,3.0,6.283,4.0,11.099,4.0,8.134,3.0,13.199,4.0,3.7,3.0,4.732,70.012,UNKNOWN,3.0,1.0,1.0,18.933,2.0,1.0,2.0,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,8.567,3.0,3.449,3.0,2.05,3.0,2.365,4.0,2.415,2.0,2.066,20.912,UNKNOWN,1.0,0.0,24.0,62.664,UNKNOWN,2.0,0.0,24.0,110.294,UNKNOWN,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.35,6.816,9.166,9.15,7.116,3.583,3.801,14.582,3.417,83.363,UNKNOWN,2025-05-09 10:23:25,19.231,28.571,85.714,69.41176470588235,3.7068235294117646,1.4726654930471363,2.0,8.567,0,611.0509999999999,19.095343749999998,23.5289048613572,2.05,85.714,0,102.0,8.5,3.5625,1.5041608956491324,0,10.0,1.6666666666666667,0.499999750000125,7.9999920000080005,10.0,4.0,0,0.6666666666666667,2.106047686341137
EKZWA6AK3XBJ,3.0,1.0,0.5882352941176471,3.0,2.0,FFFFFF,3.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,17.113,3.0,0.0,11.0,8.233,3.0,0.0,14.0,7.767,9.0,0.0,41.0,33.113,UNKNOWN,2.0,11.15,3.0,12.683,2.0,12.733,2.0,12.182,1.0,7.75,1.0,9.466,1.0,9.033,74.997,UNKNOWN,1.0,0.0,1.0,25.149,1.0,1.0,3.0,3,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,6.262,2.0,8.565,1.0,5.53,2.0,8.545,2.0,6.749,1.0,1.852,37.503,UNKNOWN,0.0,0.0,24.0,70.297,UNKNOWN,1.0,0.0,24.0,139.211,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.616,6.616,10.9,10.433,4.383,8.283,18.65,8.266,9.8,105.395,UNKNOWN,2025-05-09 10:14:37,73.077,76.19,40.0,71.23529411764706,2.6368823529411762,2.0366692135185125,1.0,8.565,0,750.454,23.4516875,26.803476134019174,1.852,105.395,0,100.0,8.333333333333334,1.3125,0.6020797289396148,0,7.0,1.1666666666666667,0.33333322222225925,9000000.0,10.0,4.0,0,1.0,2.8436929680309317
ZHLNSZ08EOLG,4.0,1.0,0.5882352941176471,0.0,0.0,FFFFFF,0.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,1.0,UNKNOWN,0.0,0.0,19.0,4.983,0.0,0.0,14.0,4.799,0.0,0.0,17.0,1.7,0.0,0.0,50.0,11.482,UNKNOWN,3.0,7.7405,3.0,12.858,4.0,2.066,3.0,12.2,2.0,26.475,4.0,8.266,1.0,18.366,56.107,0.0,1.0,1.0,0.0,13.433,1.0,1.0,2.0,4,3.0,4.0,5.0,1.0,5.0,2.0,4.0,4.0,1.0,0.0,1.183,2.0,7.144,2.0,1.465,2.0,1.294,3.0,0.414,4.0,0.397,11.897,UNKNOWN,14.0,0.0,24.0,211.956,UNKNOWN,17.0,0.0,0.0,300.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.449,8.798,2.533,1.6,2.0,2.315,2.415,2.5,3.133,49.781,UNKNOWN,2025-05-09 10:10:54,23.077,19.048,51.429,71.23529411764706,2.9604117647058823,1.827696332094843,0.0,7.144,0,549.112,18.934896551724137,40.317591451538895,0.397,211.956,0,100.0,8.333333333333334,2.3846153846153846,1.7577666482623877,3,6.0,1.0,0.499999750000125,0.0,10.0,4.0,0,1.5634719199411433,2.157416076003885
