Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
4VAENHG4BD15,3.0,1.0,0.5294117647058824,4.0,0.0,FFFFFF,6.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,4.0,5.0,15.0,27.732,5.0,6.0,9.0,21.833,4.0,6.0,13.0,20.232,13.0,17.0,37.0,69.797,UNKNOWN,3.0,7.366,2.0,4.116,3.0,12.35,4.0,1.6,2.0,29.949,4.0,4.866,3.0,1.617,61.864,UNKNOWN,1.0,1.0,0.0,19.066,1.0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.748,4.0,3.214,4.0,4.097,0.0,3.431,4.0,2.778,4.0,1.298,20.566,UNKNOWN,0.0,0.0,24.0,69.447,UNKNOWN,2.0,0.0,24.0,140.91,UNKNOWN,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.534,1.85,3.532,1.816,3.299,2.466,2.416,3.416,5.2,49.98,UNKNOWN,2025-05-09 10:05:58,73.3,100.0,88.1,69.41176470588235,4.350705882352941,1.2889528581714058,0.0,5.748,0,651.467,21.015064516129033,28.491367663364848,1.298,100.0,0,134.0,11.166666666666666,3.375,1.5864005379054391,0,7.0,1.1666666666666667,0.33333322222225925,0.7647058373702448,10.0,4.0,0,0.0,1.626548471018134
TL6LQ0995YLJ,0.0,1.0,0.5294117647058824,5.0,0.0,FFFFFF,3.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,15.0,1.0,4.0,49.331,13.0,0.0,1.0,39.614,12.0,0.0,5.0,35.999,40.0,1.0,10.0,124.944,UNKNOWN,3.0,5.734,1.0,33.781,2.0,5.383,1.0,29.082,1.0,2.317,1.0,7.567,3.0,18.347,102.211,UNKNOWN,2.0,1.0,1.0,25.033,1.0,1.0,2.0,1,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,0.0,12.273,1.0,7.329,1.0,2.981,0.0,2.732,1.0,2.482,2.0,5.515,33.312,UNKNOWN,0.0,0.0,24.0,73.404,UNKNOWN,0.0,0.0,24.0,116.945,UNKNOWN,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.783,6.325,8.682,6.234,6.35,5.5,8.459,5.216,6.267,87.546,UNKNOWN,2025-05-09 10:01:51,61.538,57.143,25.714,69.41176470588235,2.7412941176470587,3.0165271995439125,0.0,12.273,0,894.526,27.9539375,32.03479043461212,2.317,124.944,0,102.0,8.5,1.8125,1.42448821218944,0,8.0,1.3333333333333333,0.499999750000125,39.999960000040005,10.0,4.0,0,1.0137937550497031,4.40265292587484
6RUP0RTCMKVT,3.0,1.0,0.5882352941176471,3.0,0.0,FFFFFF,13.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,1.0,0.0,18.0,10.216,0.0,1.0,14.0,13.316,0.0,1.0,17.0,8.2,1.0,2.0,49.0,31.732,UNKNOWN,4.0,23.832,4.0,16.717,4.0,3.417,2.0,7.966,4.0,2.35,4.0,3.483,4.0,52.347,110.112,UNKNOWN,2.0,1.0,2.0,17.982,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.416,4.0,2.083,3.0,2.148,3.0,1.3,3.0,2.683,2.0,0.698,11.328,UNKNOWN,0.0,0.0,24.0,121.977,UNKNOWN,13.0,0.0,8.0,300.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,9.383,4.399,6.8,7.183,7.583,5.883,3.949,4.25,7.65,80.679,UNKNOWN,2025-05-09 09:55:47,3.846,19.048,94.286,71.23529411764706,3.7940588235294115,1.356994494765373,1.0,5.0,0,696.743,21.77321875,32.87351916619149,0.698,121.977,0,104.0,8.666666666666666,3.6875,1.5370426148939398,0,12.0,2.0,1.499999250000375,0.499999750000125,9.0,4.0,0,1.3333333333333335,0.7700250343796807
5L03MHHBWFNX,3.0,0.0,0.4117647058823529,2.0,5.0,D18831,8.0,FFFFFF,2.0,CD0000,50505.0,EEECE9,0C0B0A,5.0,UNKNOWN,19.0,34.0,0.0,58.58,14.0,39.0,0.0,43.065,17.0,35.0,0.0,39.948,50.0,108.0,0.0,141.593,UNKNOWN,4.0,100.478,3.0,11.981,4.0,11.633,4.0,64.58,3.0,4.1,4.0,3.433,3.0,6.883,203.088,UNKNOWN,2.0,1.0,3.0,29.083,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.8,4.0,2.4,4.0,1.8,3.0,5.4,4.0,1.9,3.0,5.8,21.1,UNKNOWN,0.0,0.0,24.0,59.697,UNKNOWN,6.0,0.0,24.0,141.744,UNKNOWN,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.649,5.233,6.182,6.299,9.483,7.367,5.184,6.583,5.583,85.98,UNKNOWN,2025-04-09 12:13:03,11.538,9.524,85.714,65.76470588235294,3.894117647058823,1.3786182340641364,1.0,5.0,0,1063.4609999999998,33.23315624999999,46.73694911717334,1.8,203.088,0,316.0,26.333333333333332,4.125,1.1474609652039003,0,13.0,2.1666666666666665,1.499999250000375,0.4629629586762689,12.0,2.0,0,1.3333333333333335,1.0569497893196522
SHBU3RNOQF0X,4.0,0.0,0.47058823529411764,1.0,2.0,552D2D,5.0,000000,0.0,FFFFFF,50505.0,FFFFFF,616161,2.0,UNKNOWN,17.0,1.0,2.0,47.848,13.0,3.0,1.0,39.948,13.0,0.0,4.0,36.066,43.0,4.0,7.0,123.862,UNKNOWN,4.0,0.866,4.0,1.433,4.0,11.017,4.0,26.382,4.0,3.616,3.0,4.134,4.0,5.183,52.631,UNKNOWN,2.0,2.0,3.0,31.782,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.1,4.0,1.7,4.0,2.3,3.0,3.7,4.0,2.8,4.0,1.8,16.4,UNKNOWN,1.0,0.0,24.0,44.898,UNKNOWN,1.0,0.0,24.0,75.364,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.284,13.482,9.25,6.733,7.8,6.883,6.366,9.383,3.066,103.68,UNKNOWN,2025-04-09 12:03:13,38.462,42.857,80.0,67.58823529411765,4.105882352941177,1.201806238665001,1.0,5.0,0,788.912,24.6535,30.63487029408618,0.866,123.862,0,108.0,9.0,4.5,0.6324555320336759,0,14.0,2.3333333333333335,1.499999250000375,10.749997312500671,12.0,2.0,0,1.3333333333333335,0.8468428763016532
31TGZRXJBNMM,0.0,0.0,0.4117647058823529,3.0,3.0,FFE894,8.0,9DA900,2.0,FF0000,50505.0,1C312D,FF0000,6.0,UNKNOWN,0.0,2.0,19.0,6.814,2.0,2.0,12.0,7.75,0.0,0.0,17.0,1.866,2.0,4.0,48.0,16.43,UNKNOWN,3.0,8.499,2.0,15.816,4.0,8.216,4.0,5.833,4.0,14.333,3.0,7.683,3.0,16.132,76.512,UNKNOWN,2.0,1.0,3.0,14.75,2.0,3.0,2.0,5,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.766,4.0,1.167,3.0,3.383,4.0,2.851,3.0,1.75,3.0,5.349,16.266,UNKNOWN,1.0,0.0,24.0,63.281,UNKNOWN,16.0,0.0,24.0,167.608,UNKNOWN,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.217,2.734,19.966,9.116,7.667,13.7,5.4,6.883,9.617,116.994,UNKNOWN,2025-04-09 11:53:37,11.538,38.095,85.714,65.76470588235294,3.701941176470588,1.3579944067718135,1.0,5.0,0,625.155,19.53609375,27.26734017377232,1.75,116.994,0,108.0,9.0,4.0,1.2649110640673518,0,13.0,2.1666666666666665,1.499999250000375,0.49999987500003124,11.0,2.0,0,1.3228756555322954,1.0611371175031326
1JHDWUDSU7J5,1.0,1.0,0.4117647058823529,5.0,0.0,FFFFFF,0.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,2.0,3.0,17.0,19.016,2.0,2.0,12.0,9.983,1.0,0.0,16.0,9.2,5.0,5.0,45.0,38.199,UNKNOWN,2.0,10.415,1.0,12.934,2.0,4.399,2.0,2.649,4.0,2.766,1.0,0.884,4.0,17.699,51.746,UNKNOWN,3.0,0.0,0.0,13.35,3.0,4.0,3.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.6,2.0,4.3,0.0,2.2,0.0,2.9,0.0,2.8,1.0,3.3,19.1,UNKNOWN,1.0,0.0,24.0,69.964,UNKNOWN,2.0,0.0,24.0,208.373,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.601,5.716,4.084,6.666,2.949,6.216,5.884,6.834,5.617,73.364,UNKNOWN,2025-04-09 11:52:36,61.538,66.667,17.143,65.76470588235294,1.4058823529411764,1.2208964883617766,0.0,4.3,0,559.783,17.49321875,22.1130836234502,0.884,73.364,0,110.0,9.166666666666666,1.5625,1.0307764064044151,0,13.0,2.1666666666666665,1.333332888889037,0.99999980000004,11.0,2.0,0,0.7071067811865476,1.6796577032240825
CLI9QKN1VE3F,1.0,1.0,0.5882352941176471,4.0,3.0,FFFFFF,3.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,14.0,27.0,5.0,54.165,9.0,27.0,5.0,45.081,11.0,25.0,6.0,41.815,34.0,79.0,16.0,141.061,UNKNOWN,2.0,10.616,2.0,13.233,2.0,8.416,3.0,20.366,2.0,12.149,4.0,9.217,4.0,8.999,82.996,UNKNOWN,2.0,1.0,1.0,30.116,2.0,1.0,2.0,3,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,5.8,2.0,6.0,2.0,3.1,1.0,5.9,2.0,3.5,2.0,3.7,28.0,UNKNOWN,1.0,0.0,24.0,75.863,UNKNOWN,1.0,0.0,24.0,122.145,UNKNOWN,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,7.449,6.43,9.932,6.799,7.383,9.782,8.933,9.216,10.417,105.178,UNKNOWN,2025-04-09 11:48:30,65.385,57.143,48.571,71.23529411764706,2.7529411764705882,1.4958766857009067,1.0,6.0,0,950.9110000000001,29.715968750000002,33.82814042974393,3.1,141.061,0,258.0,21.5,3.25,1.6532795690182993,0,9.0,1.5,0.499999750000125,0.4303797413875982,11.0,2.0,0,0.9718253158075502,2.0083753206438852
OGEWHID8VM65,3.0,1.0,0.5294117647058824,2.0,2.0,FFFFFF,10.0,940000,1.0,FFFFFF,50505.0,C94040,DD0000,5.0,UNKNOWN,0.0,0.0,19.0,10.216,4.0,15.0,10.0,46.397,6.0,6.0,11.0,22.516,10.0,21.0,40.0,79.129,UNKNOWN,3.0,4.551,1.0,5.033,2.0,6.966,1.0,36.732,2.0,49.28,3.0,2.8,2.0,12.833,118.195,UNKNOWN,2.0,1.0,1.0,30.316,1.0,3.0,2.0,4,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.6,4.0,2.9,4.0,2.9,4.0,1.3,2.0,5.5,4.0,5.0,20.2,UNKNOWN,0.0,0.0,24.0,120.979,UNKNOWN,7.0,0.0,12.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.851,6.384,4.933,3.234,6.316,5.1,5.883,3.883,4.9,70.763,UNKNOWN,2025-04-09 11:43:56,0.0,0.0,80.0,69.41176470588235,3.676470588235294,1.4660872295691965,1.0,5.0,0,778.09,24.3153125,33.98575519664511,0.0,120.979,0,142.0,11.833333333333334,3.4375,1.7114808402861736,0,10.0,1.6666666666666667,1.499999250000375,0.47619045351474026,11.0,2.0,0,1.7638342073763935,0.9171968163922071
HN387ADUJNJR,3.0,1.0,0.4117647058823529,2.0,0.0,FFFFFF,3.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,13.0,4.0,6.0,75.733,6.0,7.0,8.0,52.299,3.0,0.0,14.0,19.399,22.0,11.0,28.0,147.431,UNKNOWN,2.0,6.046,1.0,25.525,2.0,13.52,1.0,34.132,1.0,10.869,4.0,11.374,1.0,12.355,113.821,UNKNOWN,1.0,1.0,1.0,31.12,2.0,1.0,2.0,1,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,16.297,4.0,5.6,2.0,12.9,4.0,2.5,1.0,12.5,1.0,9.0,58.797,UNKNOWN,0.0,0.0,24.0,120.748,UNKNOWN,9.0,0.0,9.0,300.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,7.916,9.033,4.383,3.934,32.214,7.15,9.1,25.499,3.7,129.943,UNKNOWN,2025-04-09 11:34:14,53.846,71.429,74.286,65.76470588235294,3.346882352941176,3.601428915763036,1.0,16.297,0,1202.502,37.5781875,41.20030030303764,2.5,147.431,0,122.0,10.166666666666666,1.8125,1.4705441169852742,0,8.0,1.3333333333333333,0.499999750000125,1.9999998181818348,11.0,2.0,0,1.0137937550497031,5.123156572647097
A1YW7V7SZVB6,3.0,0.0,0.5294117647058824,2.0,3.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,9.699,3.0,0.0,11.0,6.499,3.0,0.0,14.0,5.534,9.0,0.0,41.0,21.732,UNKNOWN,4.0,8.316,3.0,13.967,2.0,6.833,4.0,16.183,4.0,8.766,4.0,7.5,4.0,9.632,71.197,UNKNOWN,2.0,2.0,3.0,35.065,1.0,3.0,1.0,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,7.6,4.0,2.8,4.0,4.8,4.0,1.6,4.0,2.6,4.0,1.8,21.2,UNKNOWN,0.0,0.0,24.0,67.631,UNKNOWN,1.0,0.0,24.0,140.91,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.116,7.083,6.45,6.867,8.3,9.517,6.85,8.05,4.684,94.496,UNKNOWN,2025-04-09 11:31:25,0.0,4.762,100.0,69.41176470588235,4.376470588235295,1.3226533048028428,1.0,7.6,0,585.729,18.30403125,26.350213134333437,0.0,100.0,0,100.0,8.333333333333334,4.375,0.8850612031567836,0,12.0,2.0,2.9999970000030003,9000000.0,11.0,2.0,0,1.3333333333333335,1.397957694025722
REYZNQQCAUTW,1.0,1.0,0.4117647058823529,2.0,2.0,FFFFFF,13.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,0.0,3.0,19.0,20.85,3.0,1.0,11.0,26.648,2.0,1.0,15.0,17.299,5.0,5.0,45.0,64.797,UNKNOWN,3.0,17.833,3.0,15.749,2.0,16.183,3.0,14.416,4.0,165.758,3.0,15.599,1.0,15.016,260.554,UNKNOWN,1.0,1.0,0.0,27.583,1.0,3.0,2.0,4,3.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,0.3,3.0,0.8,2.0,0.5,3.0,1.2,2.0,0.8,3.0,0.9,4.5,UNKNOWN,0.0,0.0,24.0,83.046,UNKNOWN,0.0,0.0,24.0,148.309,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.966,4.517,8.464,7.817,6.816,6.016,7.233,7.834,9.782,88.912,UNKNOWN,2025-04-09 11:27:18,11.538,19.048,62.857,65.76470588235294,2.4176470588235297,1.2084262979789289,0.3,5.0,0,1016.031,31.75096875,54.11020985078293,0.5,260.554,0,110.0,9.166666666666666,3.5,1.591644851508443,0,8.0,1.3333333333333333,1.499999250000375,0.99999980000004,11.0,2.0,0,1.3228756555322954,1.0809222252978503
U1B5RA8G85XX,1.0,0.0,0.5882352941176471,2.0,0.0,FFFFFF,5.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,0.0,0.0,19.0,3.0,0.0,2.0,14.0,5.183,1.0,0.0,16.0,2.816,1.0,2.0,49.0,10.999,UNKNOWN,3.0,2.8,1.0,0.816,3.0,7.683,3.0,12.549,3.0,0.784,2.0,1.7,3.0,4.633,30.965,UNKNOWN,3.0,1.0,3.0,16.483,1.0,1.0,3.0,4,5.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,3.0,0.667,3.0,0.65,4.0,0.566,3.0,1.45,4.0,0.967,3.0,0.35,4.65,UNKNOWN,2.0,0.0,24.0,52.38,UNKNOWN,6.0,0.0,24.0,163.959,UNKNOWN,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.751,2.649,8.116,3.051,2.75,2.516,3.916,4.384,4.067,57.512,UNKNOWN,2025-04-09 11:26:58,7.692,0.0,91.429,71.23529411764706,3.1362941176470587,1.574198119865551,0.65,5.0,0,352.607,11.01896875,20.01288846570948,0.0,91.429,0,104.0,8.666666666666666,3.1875,1.6418993066973788,0,12.0,2.0,0.33333322222225925,0.499999750000125,11.0,2.0,0,1.7400510848184252,1.312880033416175
EO6RSRKFS4D8,3.0,1.0,0.35294117647058826,3.0,3.0,A4744E,13.0,5C4430,2.0,046198,50505.0,0E1112,07202F,5.0,UNKNOWN,6.0,15.0,13.0,29.211,5.0,13.0,9.0,25.476,7.0,13.0,10.0,31.085,18.0,41.0,32.0,85.772,UNKNOWN,4.0,7.589,3.0,6.992,4.0,15.621,4.0,7.441,4.0,22.094,4.0,6.378,3.0,12.179,78.294,UNKNOWN,1.0,1.0,0.0,30.24,2.0,3.0,2.0,5,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,11.6,3.0,4.4,3.0,4.5,4.0,5.0,3.0,5.0,3.0,33.055,63.555,UNKNOWN,0.0,0.0,24.0,88.614,UNKNOWN,1.0,0.0,24.0,165.28,UNKNOWN,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.433,6.997,11.34,8.275,12.921,9.992,10.684,17.069,11.557,152.714,UNKNOWN,2025-04-09 11:24:23,26.923,23.81,80.0,63.94117647058823,4.235294117647059,2.164757831857465,1.0,11.6,0,946.8109999999999,29.587843749999998,33.75842597147522,4.5,152.714,0,182.0,15.166666666666666,4.1875,1.1086778913041726,0,9.0,1.5,1.499999250000375,0.43902437953599077,11.0,2.0,0,1.2692955176439846,2.9711710053204854
N91112N897RB,3.0,1.0,0.35294117647058826,1.0,3.0,FFFFFF,13.0,FFFFFF,0.0,FFFFFF,50505.0,F61313,ED32D5,5.0,UNKNOWN,2.0,1.0,17.0,33.587,3.0,0.0,11.0,13.405,3.0,0.0,14.0,14.826,8.0,1.0,42.0,61.818,UNKNOWN,2.0,29.339,3.0,11.391,4.0,5.31,3.0,5.644,3.0,27.005,3.0,12.243,4.0,5.207,96.139,UNKNOWN,2.0,1.0,1.0,24.917,2.0,3.0,2.0,5,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,17.1,3.0,3.5,3.0,6.0,4.0,5.7,3.0,4.8,3.0,5.4,42.5,UNKNOWN,0.0,0.0,24.0,92.029,UNKNOWN,1.0,0.0,24.0,117.219,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.463,6.398,6.926,7.06,6.677,8.49,11.187,6.429,7.228,90.979,UNKNOWN,2025-04-09 11:23:15,19.231,33.333,74.286,63.94117647058823,4.5058823529411764,3.4050459960614514,1.0,17.1,0,779.9469999999999,24.373343749999997,28.01289969398243,4.463,96.139,0,102.0,8.5,3.9375,1.2893796958227628,0,11.0,1.8333333333333333,1.499999250000375,7.9999920000080005,11.0,2.0,0,1.3228756555322954,4.878743983562046
BAPL8OBBSJ3L,1.0,1.0,0.35294117647058826,3.0,2.0,FFFFFF,10.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,17.0,7.0,2.0,45.147,13.0,1.0,1.0,40.132,10.0,2.0,7.0,29.382,40.0,10.0,10.0,114.661,UNKNOWN,2.0,4.584,1.0,7.599,2.0,1.75,2.0,15.616,2.0,9.266,1.0,10.183,1.0,3.834,52.832,UNKNOWN,1.0,1.0,1.0,16.633,3.0,2.0,2.0,2,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.9,1.0,2.1,1.0,1.8,1.0,0.7,1.0,2.7,2.0,2.7,13.9,UNKNOWN,1.0,0.0,24.0,55.712,UNKNOWN,13.0,0.0,24.0,164.827,UNKNOWN,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.567,6.883,2.8,5.034,5.017,3.034,7.25,8.933,3.566,71.563,UNKNOWN,2025-04-09 11:10:59,46.154,57.143,48.571,63.94117647058823,1.9411764705882353,1.1336108368447102,1.0,5.0,0,699.646,21.8639375,26.900174619816372,0.7,114.661,0,120.0,10.0,1.75,1.3416407864998738,0,10.0,1.6666666666666667,0.99999950000025,3.99999960000004,11.0,2.0,0,1.2018504251546631,1.0347532487092204
3R15IUACOKW1,5.0,1.0,0.4117647058823529,2.0,2.0,FFFFFF,6.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,2.0,1.0,17.0,12.85,2.0,1.0,12.0,14.933,3.0,0.0,14.0,15.067,7.0,2.0,43.0,42.85,UNKNOWN,1.0,22.866,2.0,21.95,1.0,9.233,4.0,4.2,1.0,23.333,1.0,20.416,2.0,2.316,104.314,UNKNOWN,1.0,0.0,1.0,13.733,1.0,1.0,2.0,1,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,12.614,0.0,3.098,1.0,3.366,2.0,3.364,2.0,3.733,2.0,6.668,32.843,UNKNOWN,2.0,0.0,24.0,72.93,UNKNOWN,5.0,0.0,24.0,145.328,UNKNOWN,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,9.683,7.618,7.717,5.633,8.85,6.683,8.416,4.117,4.649,92.43,UNKNOWN,2025-04-09 11:03:09,76.923,38.095,8.571,65.76470588235294,2.924235294117647,2.68492335852934,0.0,12.614,0,710.3499999999999,22.198437499999997,27.09948211972432,2.316,104.314,0,104.0,8.666666666666666,1.8125,1.4705441169852742,0,6.0,1.0,0.499999750000125,3.499998250000875,11.0,2.0,0,0.6009252125773316,4.007639704364652
UQKHUB89XQX3,1.0,1.0,0.4117647058823529,2.0,0.0,FFFFFF,0.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,14.799,1.0,2.0,13.0,19.149,2.0,1.0,15.0,7.783,6.0,3.0,44.0,41.731,UNKNOWN,2.0,15.232,1.0,21.565,2.0,9.949,4.0,8.201,3.0,14.432,3.0,6.782,1.0,12.917,89.078,UNKNOWN,2.0,2.0,1.0,21.316,2.0,1.0,3.0,3,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,6.216,2.0,5.4,1.0,6.715,1.0,1.984,1.0,1.867,2.0,2.767,24.949,UNKNOWN,0.0,0.0,24.0,97.629,UNKNOWN,1.0,0.0,24.0,173.524,UNKNOWN,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,10.134,6.85,6.451,4.867,6.416,13.932,6.682,10.866,8.083,98.162,UNKNOWN,2025-04-09 11:02:50,42.308,52.381,34.286,65.76470588235294,2.3891764705882355,1.576385590333712,1.0,6.216,0,720.2629999999999,22.508218749999997,26.692351737401964,1.867,98.162,0,106.0,8.833333333333334,2.0625,1.4818344486930155,0,11.0,1.8333333333333333,0.33333322222225925,1.9999993333335555,11.0,2.0,0,1.0,2.128051556840536
CYJR1IH0LIM7,1.0,1.0,0.4117647058823529,2.0,0.0,FFFFFF,3.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,18.0,0.0,1.0,84.48,9.0,0.0,5.0,40.715,5.0,0.0,12.0,0.0,32.0,0.0,18.0,125.195,0.0,3.0,4.299,4.0,32.415,4.0,7.75,4.0,14.983,4.0,2.0,4.0,1.95,4.0,5.666,69.063,UNKNOWN,2.0,1.0,2.0,28.749,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.4,4.0,1.3,4.0,2.2,4.0,1.4,4.0,2.1,4.0,3.0,13.4,UNKNOWN,0.0,0.0,24.0,55.164,UNKNOWN,0.0,0.0,24.0,100.145,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.1,3.384,4.566,4.817,2.999,5.783,3.466,8.333,4.233,66.481,UNKNOWN,2025-04-09 11:02:49,0.0,4.762,85.714,65.76470588235294,4.1,1.2369316876852983,1.0,5.0,0,693.1669999999999,21.661468749999997,31.972506941558777,0.0,125.195,0,100.0,8.333333333333334,4.5,0.6324555320336759,0,12.0,2.0,1.499999250000375,32000000.0,11.0,2.0,0,1.3333333333333335,0.9478358809112775
